,name,github_id,labels,category,homepage,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,projectrank_placing,pypi_id,pypi_url,pypi_monthly_downloads,doc_url,trending,updated_github_id,conda_id,conda_url,conda_latest_release_published_at,conda_total_downloads,home_page,docs_url,update_at,gitlab_id,gitlab_url
0,Godot,godotengine/godot,[],game,https://godotengine.org/,https://github.com/godotengine/godot,MIT,2014-01-04 16:05:36,2026-01-20 15:13:24,2026-01-20 09:25:43,80690.0,2495.0,23618.0,1507.0,53601.0,12722.0,47711.0,105683.0,2025-10-23 10:28:05,3.6.2-stable,13778145.0,103595.0,64.0,Godot Engine Multi-platform 2D and 3D game engine.,21.0,21.0,3658.0,45,True,1.0,,,,,,,,,,,,,,,
1,Gymnasium,Farama-Foundation/Gymnasium,,ml,https://gymnasium.farama.org/,https://github.com/Farama-Foundation/Gymnasium,MIT,2022-09-08 01:58:05,2026-01-20 09:40:36,2026-01-20 09:36:57,2543.0,31.0,1246.0,62.0,944.0,79.0,487.0,11153.0,2025-12-18 16:50:37,1.2.3,,3875106.0,19.0,"An API standard for single-agent reinforcement learning environments, with popular reference environments and related..",21127.0,21127.0,568.0,40,True,1.0,gymnasium,https://pypi.org/project/gymnasium,3875106.0,,,,,,,,,,,,
2,Bevy,bevyengine/bevy,,game,https://bevy.org/,https://github.com/bevyengine/bevy,Apache-2.0,2020-01-18 21:13:55,2026-01-21 05:46:35,2026-01-21 05:19:16,10555.0,526.0,4283.0,311.0,12861.0,2571.0,5230.0,44210.0,2026-01-13 22:07:51,0.18.0,,,52.0,A refreshingly simple data-driven game engine built in Rust.,25333.0,25333.0,1473.0,39,True,2.0,,,,,,,,,,,,,,,
3,mujoco,google-deepmind/mujoco,[],robotics,https://mujoco.org/,https://github.com/google-deepmind/mujoco,Apache-2.0,2021-08-27 12:25:48,2026-01-20 17:29:37,2026-01-20 17:28:48,3969.0,401.0,1275.0,116.0,411.0,137.0,1657.0,11769.0,2025-12-05 23:17:44,3.4.0,878951.0,17234.0,43.0,Multi-Joint dynamics with Contact. A general purpose physics simulator.,5098.0,5098.0,101.0,38,True,1.0,,,,,,,,,,,,,,,
4,Gym,openai/gym,[],ml,https://www.gymlibrary.dev/,https://github.com/openai/gym,MIT,2016-04-27 14:59:16,2024-10-11 20:07:05,2023-01-30 18:15:21,1757.0,,8218.0,1044.0,1467.0,111.0,1726.0,36965.0,2022-10-04 16:39:12,0.26.2,,,19.0,A toolkit for developing and comparing reinforcement learning algorithms.,68934.0,68934.0,384.0,33,False,1.0,,,,,,,,,,,,,,,
5,Carla,carla-simulator/carla,[],auto,https://carla.org/,https://github.com/carla-simulator/carla,MIT,2017-10-24 09:06:23,2026-01-21 04:04:58,2026-01-07 14:16:04,6681.0,24.0,4267.0,262.0,2138.0,1123.0,5101.0,13500.0,2025-09-16 09:32:23,0.9.16,,,28.0,Open-source simulator for autonomous driving research.,1104.0,1104.0,191.0,33,True,1.0,,,,,,,,,,,,,,,
6,airsim,microsoft/AirSim,,aerial,https://github.com/microsoft/AirSim,https://github.com/microsoft/AirSim,mit,2017-02-14 00:52:29,2025-05-15 20:28:58,2025-05-15 20:28:57,3561.0,,4488.0,581.0,911.0,681.0,2732.0,17876.0,2022-07-18 20:11:48,1.8.1,671694.0,6716.0,30.0,"Open source simulator for autonomous vehicles built on Unreal Engine / Unity, from Microsoft AI & Research.",435.0,435.0,243.0,32,False,1.0,,,,https://microsoft.github.io/AirSim/,,,,,,,,,,,
7,Drake,RobotLocomotion/drake,[],physics,https://drake.mit.edu/,https://github.com/RobotLocomotion/drake,BSD-3-Clause,2014-01-26 16:11:05,2026-01-21 08:12:05,2026-01-20 19:07:50,34363.0,254.0,1268.0,168.0,17327.0,695.0,5975.0,3873.0,2026-01-15 19:10:02,1.49.0,96006.0,774.0,84.0,Model-based design and verification for robotics.,,,275.0,32,True,1.0,,,,,,,,,,,,,,,
8,Genesis,Genesis-Embodied-AI/Genesis,,ml,https://github.com/Genesis-Embodied-AI/Genesis,https://github.com/Genesis-Embodied-AI/Genesis,Apache-2.0,2023-10-31 03:33:11,2026-01-21 08:31:43,2026-01-21 08:31:42,1064.0,220.0,2568.0,229.0,1052.0,128.0,808.0,27996.0,2026-01-17 12:54:52,0.3.12,,,14.0,A generative world for general-purpose robotics & embodied AI learning.,104.0,104.0,77.0,30,True,1.0,,,,,,,,,,,,,,,
9,Pinocchio,stack-of-tasks/pinocchio,,physics,http://stack-of-tasks.github.io/pinocchio/,https://github.com/stack-of-tasks/pinocchio,BSD-2-Clause,2014-10-07 15:42:51,2026-01-15 11:59:39,2026-01-15 11:59:38,9954.0,132.0,457.0,65.0,1406.0,90.0,1083.0,3055.0,2026-01-05 14:02:59,3.9.0,89063.0,223114.0,89.0,A fast and flexible implementation of Rigid Body Dynamics algorithms and their analytical derivatives.,,,105.0,30,True,1.0,pin,https://pypi.org/project/pin,222424.0,,,,,,,,,,,,
10,O3DE,o3de/o3de,[],game,https://o3de.org/,https://github.com/o3de/o3de,MIT and Apache-2,2021-04-05 06:38:18,2026-01-21 08:41:04,2026-01-21 08:41:04,26719.0,72.0,2389.0,146.0,11069.0,3396.0,4524.0,8906.0,2025-12-09 17:48:39,2510.1,11103.0,205.0,18.0,Open 3D Engine (O3DE) is an Apache 2.0-licensed multi-platform 3D engine that enables developers and content creators..,,,329.0,29,True,2.0,,,,,,,,,,,,,,,
